agency,domain,domaintype,lastmodified,organization,scan_data_url,scantype,/,/cj,/code.json,/coronavirus,/data,/data.json,/developer,/digitalstrategy,/digitalstrategy/FITARAmilestones.json,/digitalstrategy/bureaudirectory.json,/digitalstrategy/costsavings.json,/digitalstrategy/datacenteroptimizationstrategicplan.json,/digitalstrategy/governanceboards.json,/open,/privacy,/redirecttest-foo-bar-baz,/robots.txt,/sitemap.xml,dap_detected,dap_parameters,dap_parameters,domain,domain,invalid,status_code
General Services Administration,pfabankfindui-d.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/pfabankfindui-d.app.cloud.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,,,pfabankfindui-d.app.cloud.gov,pfabankfindui-d.app.cloud.gov,,403
General Services Administration,pfabankfindui-n.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/pfabankfindui-n.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,pfabankfindui-n.app.cloud.gov,pfabankfindui-n.app.cloud.gov,,404
General Services Administration,inventory.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/inventory.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,inventory.data.gov,inventory.data.gov,,200
General Services Administration,main.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/main.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,main.ecpic.gov,main.ecpic.gov,,200
General Services Administration,main-p.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/main-p.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,main-p.ecpic.gov,main-p.ecpic.gov,,200
General Services Administration,legacy.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/legacy.cio.gov.json,200scanner,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,False,,,legacy.cio.gov,legacy.cio.gov,,200
General Services Administration,opmtest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/opmtest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,opmtest.ecpic.gov,opmtest.ecpic.gov,,200
General Services Administration,law.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/law.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,law.data.gov,law.data.gov,,200
General Services Administration,nasatest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/nasatest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,nasatest.ecpic.gov,nasatest.ecpic.gov,,200
General Services Administration,notice.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/notice.data.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-content-page,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-content-page,notice.data.gov,notice.data.gov,,200
General Services Administration,make.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/make.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,make.data.gov,make.data.gov,,200
General Services Administration,management.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/management.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,management.cio.gov,management.cio.gov,,200
General Services Administration,manufacturing.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/manufacturing.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,manufacturing.data.gov,manufacturing.data.gov,,200
General Services Administration,mycareer.cfo.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/mycareer.cfo.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA&sub-agency=OGP,agency=GSA&sub-agency=OGP,mycareer.cfo.gov,mycareer.cfo.gov,,200
General Services Administration,production-12874.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-12874.cdn-broker-test.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,production-12874.cdn-broker-test.cloud.gov,production-12874.cdn-broker-test.cloud.gov,,404
General Services Administration,production-14377.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-14377.cdn-broker-test.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,production-14377.cdn-broker-test.cloud.gov,production-14377.cdn-broker-test.cloud.gov,,404
General Services Administration,production-17456.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-17456.cdn-broker-test.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,production-17456.cdn-broker-test.cloud.gov,production-17456.cdn-broker-test.cloud.gov,,404
General Services Administration,naratest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/naratest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,naratest.ecpic.gov,naratest.ecpic.gov,,200
General Services Administration,nasa.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/nasa.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,nasa.ecpic.gov,nasa.ecpic.gov,,200
General Services Administration,nasa-p.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/nasa-p.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,nasa-p.ecpic.gov,nasa-p.ecpic.gov,,200
General Services Administration,production-28299.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-28299.cdn-broker-test.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,production-28299.cdn-broker-test.cloud.gov,production-28299.cdn-broker-test.cloud.gov,,404
General Services Administration,mywaterway-dev.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/mywaterway-dev.app.cloud.gov.json,200scanner,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,False,,,mywaterway-dev.app.cloud.gov,mywaterway-dev.app.cloud.gov,,401
General Services Administration,production-6262.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-6262.cdn-broker-test.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,production-6262.cdn-broker-test.cloud.gov,production-6262.cdn-broker-test.cloud.gov,,404
General Services Administration,mywaterway-stage.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/mywaterway-stage.app.cloud.gov.json,200scanner,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,False,,,mywaterway-stage.app.cloud.gov,mywaterway-stage.app.cloud.gov,,401
General Services Administration,production-21072.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-21072.cdn-broker-test.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,production-21072.cdn-broker-test.cloud.gov,production-21072.cdn-broker-test.cloud.gov,,404
General Services Administration,production-26575.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-26575.cdn-broker-test.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,production-26575.cdn-broker-test.cloud.gov,production-26575.cdn-broker-test.cloud.gov,,404
General Services Administration,production-27042.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-27042.cdn-broker-test.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,production-27042.cdn-broker-test.cloud.gov,production-27042.cdn-broker-test.cloud.gov,,404
General Services Administration,production-2808.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-2808.cdn-broker-test.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,production-2808.cdn-broker-test.cloud.gov,production-2808.cdn-broker-test.cloud.gov,,404
General Services Administration,production-4389.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-4389.cdn-broker-test.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,production-4389.cdn-broker-test.cloud.gov,production-4389.cdn-broker-test.cloud.gov,,200
General Services Administration,ocean.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ocean.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,ocean.data.gov,ocean.data.gov,,200
General Services Administration,production-9157.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-9157.cdn-broker-test.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,production-9157.cdn-broker-test.cloud.gov,production-9157.cdn-broker-test.cloud.gov,,404
General Services Administration,semantic.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/semantic.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,semantic.data.gov,semantic.data.gov,,200
General Services Administration,services.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/services.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,services.data.gov,services.data.gov,,200
General Services Administration,openopps.digitalgov.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/openopps.digitalgov.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,openopps.digitalgov.gov,openopps.digitalgov.gov,,200
General Services Administration,open-forest-dev.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/open-forest-dev.app.cloud.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=USDA&subagency=FS,agency=USDA&subagency=FS,open-forest-dev.app.cloud.gov,open-forest-dev.app.cloud.gov,,200
General Services Administration,project-open-data.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/project-open-data.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,,,project-open-data.cio.gov,project-open-data.cio.gov,,200
General Services Administration,open-forest-staging.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/open-forest-staging.app.cloud.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=USDA&subagency=FS,agency=USDA&subagency=FS,open-forest-staging.app.cloud.gov,open-forest-staging.app.cloud.gov,,200
General Services Administration,sectest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/sectest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,sectest.ecpic.gov,sectest.ecpic.gov,,200
General Services Administration,policy.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/policy.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=EOP&subagency=OMB,agency=EOP&subagency=OMB,policy.cio.gov,policy.cio.gov,,200
General Services Administration,pra.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/pra.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,200,200,True,agency=GSA,agency=GSA,pra.digital.gov,pra.digital.gov,,200
General Services Administration,sbatest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/sbatest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,sbatest.ecpic.gov,sbatest.ecpic.gov,,200
General Services Administration,sdg.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/sdg.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,sdg.data.gov,sdg.data.gov,,200
General Services Administration,nutrition.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/nutrition.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,nutrition.data.gov,nutrition.data.gov,,200
General Services Administration,strategy.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/strategy.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,strategy.data.gov,strategy.data.gov,,200
General Services Administration,search.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/search.cio.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,search.cio.gov,search.cio.gov,,404
General Services Administration,opm.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/opm.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,opm.ecpic.gov,opm.ecpic.gov,,200
General Services Administration,search.digitalgov.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/search.digitalgov.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,search.digitalgov.gov,search.digitalgov.gov,,200
General Services Administration,smallbusiness.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/smallbusiness.data.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True,,,smallbusiness.data.gov,smallbusiness.data.gov,,404
General Services Administration,public-sans.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/public-sans.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,public-sans.digital.gov,public-sans.digital.gov,,200
General Services Administration,pulse.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/pulse.cio.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA,agency=GSA,pulse.cio.gov,pulse.cio.gov,,200
General Services Administration,playbook.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/playbook.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,playbook.cio.gov,playbook.cio.gov,,200
General Services Administration,reference.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/reference.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,reference.data.gov,reference.data.gov,,200
General Services Administration,sourcecode.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/sourcecode.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,sourcecode.cio.gov,sourcecode.cio.gov,,200
General Services Administration,states.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/states.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,states.data.gov,states.data.gov,,200
General Services Administration,surveyit2004.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/surveyit2004.cio.gov.json,200scanner,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,False,,,surveyit2004.cio.gov,surveyit2004.cio.gov,,200
General Services Administration,pulse.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/pulse.app.cloud.gov.json,200scanner,200,404,404,404,200,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&subagency=OGP,agency=GSA&subagency=OGP,pulse.app.cloud.gov,pulse.app.cloud.gov,,200
General Services Administration,production-30586.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-30586.cdn-broker-test.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,production-30586.cdn-broker-test.cloud.gov,production-30586.cdn-broker-test.cloud.gov,,404
General Services Administration,revampd.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/revampd.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,revampd.app.cloud.gov,revampd.app.cloud.gov,,200
General Services Administration,production-8406.cdn-broker-test.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/production-8406.cdn-broker-test.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,production-8406.cdn-broker-test.cloud.gov,production-8406.cdn-broker-test.cloud.gov,,404
